accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
1237.365162,-152.129043,-1425.489615,49772.84409,285917.4014,-5213.91598
1483.683894,-193.671621,-1320.572682,4646.687758,-263348.5936,32354.92697
1997.28639,-134.681976,866.245347,-100101.4572,-286685.1648,19881.63566
851.24556,-140.422887,1998.571212,-19984.76806,-286685.1648,-22935.50073
-339.091038,56.603547,1998.571212,13573.37028,-46942.43255,25267.43898
-382.346712,-77.833701,1998.571212,-8565.71911,88751.16322,-2142.862172
-198.372438,262.358613,1998.571212,13894.22665,286685.1648,-16569.93958
917.42409,-100.64439,1662.345531,-21394.24425,286685.1648,-17824.71716
1329.902937,-162.377028,-784.200285,13412.9421,285693.9478,2767.386174
1251.029142,-102.357486,-1532.537721,-5660.823064,-142666.4922,9671.527664
1587.438369,-50.934015,241.495551,-48879.02992,-286685.1648,2859.059422
904.188384,-244.054998,1998.571212,20196.76245,-286685.1648,-3174.186212
-583.88022,-87.347502,1998.571212,-40737.29958,-104507.5027,15996.98178
-484.337106,180.130005,1998.571212,55857.65592,67643.39787,-2841.870688
-93.210777,178.24356,1998.571212,-1862.11285,286685.1648,-11963.35886
1155.3201,-131.388345,1702.113831,13676.50269,286685.1648,-3580.98625
1173.195441,-99.308583,-704.908413,49663.9821,286685.1648,-1363.639564
1243.707696,-218.62368,-1727.738892,21440.08088,-110947.5484,7872.440172
1778.795271,-251.070534,153.903321,-13842.66045,-286685.1648,17927.84956
1049.301891,1.101276,1998.571212,75487.19015,-286685.1648,4199.780674
-404.300853,340.926498,1998.571212,-38055.85708,-160118.7868,38777.7839
