accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-1234.499805,704.847231,364.654917,53875.22193,6508.800608,215930.6061
-1010.023047,1266.457203,594.740025,60217.86478,40720.11085,286685.1648
-139.443975,789.696468,287.667567,71717.12783,-53508.52894,267479.6194
45.203301,468.96003,-204.592608,10777.33622,-58029.16598,129511.3811
193.671621,507.147795,-156.462768,1226.129692,-12221.18987,-34320.17222
142.615242,462.556314,-181.476009,-9499.640324,16793.39312,-145382.3122
-747.419706,26.226684,686.727162,1793.357914,-2452.259384,2807.49322
-788.2281,33.119856,679.956354,1042.783196,-865.166278,-1380.828298
-777.368295,15.305697,665.068734,-2658.524192,3265.85946,1392.287454
-720.275292,111.259467,662.631651,1357.909986,9854.87416,39998.18402
-1176.917346,942.865605,1137.873033,70559.75307,41298.79822,159190.5952
-867.040713,765.600957,872.343153,146946.487,96440.2569,286685.1648
-242.719191,666.537102,93.394323,126526.271,60796.55216,286685.1648
-17.079975,446.088159,-254.486529,38794.97264,-9923.629096,145565.6587
318.900978,492.382539,-145.297053,4898.78919,-18071.08901,15607.37047
295.417287,716.186295,-163.478304,-3838.81726,11963.35886,-48346.17916
175.918644,670.932009,-198.73953,-29209.38864,12616.53076,-137469.765
-775.48185,-48.74166,671.717178,595.876112,5947.301964,3718.496122
-733.449816,-10.492713,690.449067,1546.98606,3082.512964,-3684.118654
-751.202793,-21.10779,711.862767,710.467672,4961.814548,-3008.02845
-728.636832,36.597033,672.634908,1140.186022,578.687378,12834.25472
-834.583662,495.431442,945.730962,62143.00299,60636.12397,180120.7436
-960.547203,884.79369,908.155017,127861.2626,131362.0348,279752.3754
-504.771894,929.446353,315.056709,127162.2541,67523.07673,286685.1648
15.795153,485.305821,-131.449527,37259.44573,-19033.65812,199744.5482
142.55406,563.07834,-73.438794,-6021.786478,-36686.48793,59306.86188
272.178324,821.286774,-113.462019,15498.50849,6027.516056,-31335.06208
289.625391,660.684024,-160.796493,-13831.20129,9024.08535,-57003.57152
-736.498719,-9.880893,699.901686,-2658.524192,-5259.752604,5529.04277
-758.891331,-19.945332,697.770513,4830.034254,3386.180598,-7946.924686
-766.936764,-14.58171,677.702817,-2309.019934,933.921214,-2555.391788
-745.533261,-11.950884,712.953846,-97.402826,5947.301964,1506.879014
-671.900724,54.96183,660.989934,11716.98701,9511.09948,21892.71754
-850.266648,504.160074,872.281971,98548.7416,22213.57391,171606.5907
-477.800829,1063.944783,668.913003,84322.19943,87771.40538,286685.1648
-361.728378,1155.809556,413.264016,123145.82,137687.4889,210401.5633
-237.5901,762.7356,102.602214,67024.60344,59117.7858,126938.8006
304.808724,451.512963,-201.482523,16363.67477,-5826.980826,50093.70045
238.874922,815.005422,-49.771557,-7631.797896,-15217.75917,-7368.237308
307.317186,896.805756,-17.447067,-12003.46591,-6451.504828,-27564.99976
-988.058709,22.688325,345.800664,10691.39255,2967.921404,14604.69432
-948.657501,24.952059,338.418036,-3386.180598,-4732.631428,-1461.04239
-959.211396,41.359032,378.318897,3208.56368,-464.095818,974.02826
-954.755307,67.646898,375.514722,2177.23964,-4314.372234,6159.29635
-921.390723,70.083981,371.058633,1208.940958,-3437.7468,13516.0745
-1040.644638,346.106574,377.401167,21216.62733,-22007.3091,119794.0168
-759.136059,911.326284,852.642549,59541.77458,-30292.27889,286685.1648
50.628105,1383.518763,534.842847,83073.15142,-68204.89651,286685.1648
-95.709042,540.267651,147.560787,49016.53979,-49297.28911,46804.92268
55.940742,660.011022,-35.801667,8812.090964,-35288.4709,12433.18426
95.280768,928.956897,8.596071,2257.453732,-2767.386174,-664.631048
161.765208,735.652368,-19.88415,527.121176,5672.28222,-54625.79665
-946.760859,42.032034,242.474463,-2755.927018,-13779.63509,-7316.671106
-987.395904,28.612782,333.788598,-1575.63395,-2521.01432,-2228.805842
-1002.579237,35.985213,295.172559,-3655.470764,-6543.178076,2870.518578
-907.237287,115.287282,264.122694,-3712.766544,-5529.04277,27685.3209
-736.376355,515.376774,152.312589,18787.28626,-9728.823444,207129.9743
-994.523607,1202.776938,883.080594,27840.0195,-18976.36234,285304.3365
-493.177905,1357.475625,453.348423,110873.0639,28.64789,257160.6494
-204.470244,655.249023,98.268489,58361.48151,-24998.14881,143789.4895
113.400837,507.514887,-143.594154,8645.933202,-32068.44807,72513.53917
179.334639,783.649647,-2.681811,-8136.00076,-15091.70845,4302.913078
156.646314,718.694757,-28.429236,7351.048574,23588.67263,-65999.00898
-847.707201,19.700604,566.433153,4761.279318,-303.667634,12461.83215
-862.217532,37.820673,541.246563,-246.371854,8932.412102,366.692992
-871.43562,50.872833,547.038459,120.321138,10003.84319,-2526.743898
-825.008679,77.283063,566.127243,2887.707312,14071.84357,3781.52148
-775.78776,185.921901,503.181162,14719.28588,-1357.909986,31982.5044
-973.364832,345.37239,617.367168,40846.16156,10805.98411,106627.4466
-1062.058338,937.247058,709.782579,54047.10927,42593.68285,212607.4508
-414.242928,856.548,386.853786,97299.6936,54081.48674,284290.2012
-252.538902,799.271451,182.93418,34744.16099,-30108.93239,145170.3178
92.537775,608.709915,3.844269,23766.28954,-18237.24677,26012.28412
61.182,712.46439,55.818378,-6205.132974,-23158.95428,16283.46068
83.625597,831.595941,22.443597,-2205.88753,8302.158522,-25628.40239
-823.244598,10.676259,702.461133,-7946.924686,-91621.6818,-762.033874
-881.867151,-27.02205,604.98801,-3770.062324,-17664.28897,7746.389456
-798.598449,41.90967,572.785884,-1804.81707,-3901.842618,13241.05476
-955.122399,530.631486,523.248858,28281.19701,14753.66335,118367.3519
-1111.646349,697.158693,874.484523,86648.40809,33432.08763,221316.4094
-587.663307,711.862767,519.832863,107452.5058,20763.99067,286685.1648
-195.925158,769.322862,182.811816,112889.8753,3139.808744,220502.8093
-10.003257,587.418579,-76.915971,24528.32342,-12037.84338,77761.83262
176.836374,735.835914,-61.182,-2435.07065,-21182.24987,11298.72782
133.101441,790.308288,-7.810902,-18701.34259,5162.349778,-66096.41181
-970.499475,-8.300358,268.089327,16420.97055,-13573.37028,6806.738664
-993.371346,16.957611,386.303148,8668.851514,-5494.665302,-177.616918
-981.899721,0.795366,271.199412,2102.755126,-21543.21328,-10691.39255
-713.749212,89.611236,50.628105,10170.00095,-123655.7524,73647.99561
-732.715632,619.080264,1191.376692,77034.17621,-52649.09224,185386.2258
-826.844139,962.260299,976.230189,112202.326,69425.29663,281591.57
-373.985172,1119.946707,526.848399,92498.30723,23027.17398,216377.5132
-86.439969,786.158109,81.127332,63890.52428,-12146.70536,158800.9838
22.749507,437.114799,-185.677173,37895.42889,-33208.63409,69425.29663
115.83792,454.561866,-23.055417,-3466.39469,-6984.355582,-77991.01574
-103.152852,730.768005,-20.618334,-21589.0499,34297.25391,-246664.0625
-1011.185505,48.925206,299.628648,16002.71135,10112.70517,-1942.326942
-999.530334,21.4137,297.375111,5941.572386,3598.174984,-17160.08611
-942.376149,3.599541,241.128459,-1145.9156,-6789.54993,-36056.23435
-1025.573472,-761.634324,295.050195,-94847.43421,-27438.94904,-263085.033
-1133.722854,-714.483396,266.080518,-63586.85664,70840.50239,-266350.8925
-709.537851,-968.725197,196.29225,-25290.35729,12398.80679,-280680.5671
-21.168972,-773.768754,54.0441,-28653.61958,15601.64089,-142597.7373
252.905994,-664.94637,-58.010733,-12083.68,-7901.088062,-51371.39635
109.984842,-838.427931,3.660723,4383.12717,2326.208668,3231.481992
-987.395904,-6.83199,328.904235,-26877.4504,17927.84956,-13246.78434
-968.174559,88.632324,300.424014,-68.754936,4646.687758,-9150.136066
-987.457086,-71.674713,266.75352,-23835.04448,-4062.270802,-55582.63618
-1112.808807,-588.519855,431.628813,-93965.0792,6061.893524,-278996.0711
-445.965795,-1317.156687,248.939361,-141829.9738,103057.9195,-286685.1648
-342.262305,-929.262807,-40.563666,-56138.40524,-229.18312,-194347.2858
-132.061347,-794.75418,-50.138649,-23903.79942,-16793.39312,-175227.684
314.455086,-922.675545,-206.295507,-18661.23555,15733.42119,-21990.12036
320.246982,-921.390723,-228.871665,3506.501736,1157.374756,25129.92911
307.378368,-937.797696,-153.780957,-5276.941338,-42060.8321,86115.55734
-967.746285,127.248363,195.384717,19171.16799,-7070.299252,16896.52552
-928.956897,169.209018,251.927082,-1976.70441,-10754.41791,-23353.75993
-926.448435,57.521277,202.094343,-23468.35149,-23285.00499,-79732.80745
-953.174772,-715.462308,342.017577,-138380.7679,-42014.99547,-286685.1648
-457.253874,-1450.798569,265.468698,-137779.1622,32670.05376,-286685.1648
-163.723032,-1115.24589,24.034329,-106839.441,-21778.12598,-281328.0094
3.538359,-937.981242,-15.795153,-49515.01308,-16283.46068,-146127.1573
