accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-1023.748209,-19.027602,23.850783,-63.025358,80.214092,-1398.017032
-1024.237665,-19.88415,22.086702,-80.214092,28.64789,-1426.664922
-1024.115301,-19.455876,24.034329,-80.214092,-297.938056,-1455.312812
-1024.360029,-19.945332,24.217875,-85.94367,-211.994386,-1461.04239
-1024.421211,-18.364797,23.422509,-137.509872,80.214092,-1380.828298
-1025.084016,-19.945332,23.606055,-131.780294,28.64789,-1472.501546
-1024.421211,-20.128878,22.688325,-80.214092,-326.585946,-1461.04239
-1026.43002,-20.19006,20.006514,-131.780294,252.101432,-1346.45083
-1024.176483,-20.863062,22.260051,-85.94367,-252.101432,-1506.879014
-1024.298847,-22.382415,23.177781,0,-464.095818,-1512.608592
-1025.757018,-22.02552,22.02552,-11.459156,-360.963414,-1512.608592
-1024.543575,-22.086702,20.985426,-85.94367,-177.616918,-1489.69028
-1024.115301,-21.046608,24.217875,-85.94367,-114.59156,-1472.501546
-1023.503481,-20.006514,21.780792,-154.698606,-17.188734,-1415.205766
-1024.665939,-19.517058,22.382415,-97.402826,-63.025358,-1443.853656
-1024.604757,-20.006514,23.728419,-80.214092,-183.346496,-1415.205766
-1024.910667,-19.945332,21.046608,-97.402826,34.377468,-1432.3945
-1024.298847,-18.905238,21.780792,-103.132404,-166.157762,-1409.476188
-1024.665939,-18.670707,21.230154,-97.402826,-211.994386,-1432.3945
-1025.328744,-20.557152,21.964338,-85.94367,-366.692992,-1478.231124
-1024.727121,-21.230154,21.597246,-131.780294,-343.77468,-1564.174794
-1025.328744,-20.740698,22.871871,-137.509872,-246.371854,-1455.312812
-1024.665939,-21.597246,20.067696,-177.616918,80.214092,-1432.3945
-1025.8182,-21.71961,19.27233,-137.509872,401.07046,-1346.45083
-1024.298847,-21.964338,19.945332,-148.969028,137.509872,-1415.205766
-1024.482393,-20.49597,21.046608,-131.780294,-378.152148,-1472.501546
-1024.604757,-19.455876,20.740698,-131.780294,-177.616918,-1432.3945
-1024.360029,-20.373606,23.116599,-154.698606,34.377468,-1392.287454
-1025.8182,-19.027602,21.230154,-103.132404,-303.667634,-1432.3945
-1026.307656,-19.27233,21.4137,1323.532518,-2056.918502,-1065.701508
-1005.689322,-18.487161,195.445899,-584.416956,-830.78881,-1610.011418
-1009.105317,-17.508249,184.46373,80.214092,395.340882,-1409.476188
-1008.615861,-15.733971,183.362454,378.152148,1953.786098,-1312.073362
