accX,accY,accZ,gyroX,gyroY,gyroZ
-9.9876,-0.5659,0.3721,-0.0012,-0.0055,-0.0159
-9.9984,-0.5623,0.3637,-0.0012,0.0026,-0.0136
-9.9829,-0.5533,0.3326,-0.0015,-0.0024,-0.0237
-9.9841,-0.5695,0.3727,-0.0020,-0.0041,-0.0234
-10.0038,-0.5821,0.3607,-0.0017,0.0003,-0.0162
-9.9793,-0.5498,0.3482,-0.0012,-0.0020,-0.0186
-9.9924,-0.5815,0.3589,-0.0015,-0.0009,-0.0240
-9.9864,-0.5833,0.3517,-0.0014,-0.0029,-0.0145
-9.9793,-0.5492,0.3494,-0.0017,-0.0024,-0.0173
-9.9835,-0.5665,0.3517,-0.0015,-0.0041,-0.0254
-9.9847,-0.5743,0.3559,-0.0018,-0.0015,-0.0215
-9.9930,-0.5641,0.3589,-0.0018,0.0008,-0.0119
-9.9745,-0.5258,0.3595,-0.0012,-0.0015,-0.0182
-9.9972,-0.5779,0.3446,-0.0021,-0.0047,-0.0276
-9.9733,-0.5767,0.3649,-0.0015,0.0000,-0.0128
-9.9966,-0.5533,0.3422,-0.0018,0.0008,-0.0215
-9.9817,-0.5719,0.3625,-0.0018,-0.0061,-0.0215
-9.9978,-0.5665,0.3679,-0.0012,0.0009,-0.0151
-10.0050,-0.5671,0.3476,-0.0017,-0.0053,-0.0200
-10.0014,-0.5384,0.3428,-0.0015,-0.0009,-0.0202
-9.9954,-0.5815,0.3511,-0.0012,-0.0018,-0.0162
-9.9835,-0.5605,0.3535,-0.0011,-0.0005,-0.0160
-9.9948,-0.5635,0.3446,-0.0011,-0.0038,-0.0192
-9.9996,-0.5575,0.3595,-0.0017,-0.0003,-0.0191
-9.9954,-0.5635,0.3380,-0.0027,0.0014,-0.0177
-9.9900,-0.5659,0.3607,-0.0017,-0.0041,-0.0185
-9.9870,-0.5641,0.3422,-0.0023,-0.0014,-0.0257
-9.9942,-0.5503,0.3637,-0.0017,-0.0031,-0.0173
-10.0122,-0.5689,0.3488,-0.0014,-0.0009,-0.0150
-9.9882,-0.5581,0.3523,-0.0012,-0.0037,-0.0235
-10.0068,-0.5731,0.3547,-0.0011,-0.0044,-0.0163
-9.9817,-0.5468,0.3511,-0.0021,0.0017,-0.0202
-9.9984,-0.5575,0.3565,-0.0015,-0.0061,-0.0218
-10.0008,-0.5809,0.3577,-0.0018,0.0021,-0.0243
-9.9960,-0.5773,0.3589,-0.0012,-0.0044,-0.0153
-10.0038,-0.5503,0.3583,-0.0020,-0.0008,-0.0170
-10.0026,-0.5755,0.3619,-0.0011,-0.0067,-0.0234
-9.9858,-0.5426,0.3523,-0.0017,-0.0002,-0.0189
-10.0050,-0.5773,0.3326,-0.0018,0.0015,-0.0183
-9.9978,-0.5581,0.3583,-0.0018,-0.0046,-0.0199
-9.9858,-0.5498,0.3709,-0.0020,-0.0018,-0.0165
-10.0074,-0.5659,0.3476,-0.0017,-0.0032,-0.0220
-9.9942,-0.5779,0.3547,-0.0017,-0.0026,-0.0144
-9.9906,-0.5575,0.3374,-0.0015,0.0029,-0.0214
-10.0086,-0.5755,0.3625,-0.0015,-0.0081,-0.0206
-9.9984,-0.5498,0.3577,-0.0014,0.0006,-0.0220
-9.9835,-0.5527,0.3494,-0.0014,-0.0008,-0.0160
-9.9829,-0.5527,0.3494,-0.0020,-0.0009,-0.0254
-9.9966,-0.5611,0.3535,-0.0006,-0.0014,-0.0113
-9.9918,-0.5432,0.3494,-0.0023,-0.0011,-0.0212
-10.0044,-0.5821,0.3607,-0.0015,-0.0043,-0.0197
-9.9769,-0.5695,0.3697,-0.0018,0.0015,-0.0176
-10.0140,-0.5557,0.3416,-0.0012,0.0003,-0.0159
-9.9894,-0.5468,0.3565,-0.0020,-0.0057,-0.0189
-9.9900,-0.5749,0.3517,-0.0014,-0.0058,-0.0232
-9.9930,-0.5635,0.3697,-0.0014,0.0021,-0.0197
-9.9882,-0.5725,0.3625,-0.0015,-0.0002,-0.0139
-10.0014,-0.5725,0.3452,-0.0021,0.0021,-0.0174
-9.9847,-0.5486,0.3529,-0.0003,-0.0041,-0.0116
-9.9829,-0.5408,0.3440,-0.0015,-0.0046,-0.0269
-9.9906,-0.5737,0.3523,-0.0018,-0.0002,-0.0299
-10.0032,-0.5695,0.3529,-0.0020,0.0041,-0.0166
-9.9984,-0.5498,0.3637,-0.0011,-0.0005,-0.0032
-9.9811,-0.5366,0.3398,-0.0018,-0.0034,-0.0255
-9.9870,-0.5623,0.3745,-0.0015,-0.0150,-0.0261
-10.0032,-0.5695,0.3858,-0.0024,0.0066,-0.0188
-9.9763,-0.5587,0.3344,-0.0020,0.0024,-0.0122
-9.9841,-0.5503,0.3404,-0.0018,-0.0064,-0.0208
-9.9918,-0.5659,0.3643,-0.0018,-0.0038,-0.0224
-9.9835,-0.5521,0.3511,-0.0018,-0.0017,-0.0202
-9.9876,-0.5695,0.3595,-0.0015,0.0011,-0.0160
-10.0062,-0.5605,0.3392,-0.0011,0.0073,-0.0026
-9.9547,-0.5013,0.3344,-0.0014,-0.0060,-0.0177
-10.0014,-0.5803,0.3691,-0.0021,-0.0168,-0.0525
-9.9763,-0.5803,0.3918,-0.0011,0.0093,-0.0069
-9.9924,-0.5396,0.3087,-0.0008,0.0043,0.0027
-9.9721,-0.5288,0.3505,-0.0020,-0.0089,-0.0319
-9.9978,-0.5970,0.3649,-0.0014,-0.0122,-0.0333
-9.9990,-0.5671,0.3458,-0.0014,0.0032,-0.0058
-9.9817,-0.5468,0.3350,-0.0020,0.0038,-0.0102
-9.9852,-0.5563,0.3541,-0.0023,-0.0040,-0.0284
-9.9864,-0.5545,0.3631,-0.0011,-0.0089,-0.0162
-10.0038,-0.5569,0.3649,-0.0014,-0.0018,-0.0183
-10.0050,-0.5785,0.3368,-0.0024,0.0002,-0.0281
-10.0020,-0.5492,0.3649,-0.0023,0.0020,-0.0142
-9.9841,-0.5623,0.3458,-0.0015,-0.0006,-0.0159
-9.9811,-0.5629,0.3673,-0.0008,-0.0069,-0.0202
-9.9984,-0.5587,0.3595,-0.0014,-0.0008,-0.0205
-9.9882,-0.5791,0.3595,-0.0017,-0.0017,-0.0168
-10.0008,-0.5683,0.3410,-0.0012,0.0002,-0.0205
-9.9799,-0.5533,0.3547,-0.0014,-0.0060,-0.0211
-9.9966,-0.5791,0.3691,-0.0020,-0.0021,-0.0319
-9.9697,-0.5521,0.3811,-0.0014,-0.0026,-0.0092
-9.9882,-0.5456,0.3320,-0.0021,0.0043,-0.0170
-9.9835,-0.5593,0.3577,-0.0015,-0.0110,-0.0229
-9.9924,-0.5731,0.3559,-0.0014,0.0034,-0.0218
-9.9805,-0.5695,0.3547,-0.0009,-0.0029,-0.0188
-10.0062,-0.5779,0.3511,-0.0014,0.0046,-0.0142
-9.9787,-0.5294,0.3505,-0.0021,-0.0047,-0.0171
-9.9864,-0.5641,0.3781,-0.0020,-0.0061,-0.0234
-9.9882,-0.5539,0.3464,-0.0015,0.0072,-0.0150
-9.9841,-0.5264,0.3236,-0.0018,-0.0005,-0.0231
-10.0062,-0.5791,0.3625,-0.0017,-0.0160,-0.0319
-10.0044,-0.5821,0.3673,-0.0011,0.0099,-0.0055
-9.9733,-0.5282,0.3260,-0.0005,0.0049,0.0066
-9.9643,-0.5246,0.3326,-0.0021,-0.0093,-0.0421
-10.0128,-0.6024,0.3631,-0.0023,-0.0110,-0.0460
-10.0289,-0.6269,0.3488,-0.0012,0.0119,-0.0014
-9.9727,-0.5300,0.3565,-0.0014,0.0072,-0.0070
-10.0026,-0.5641,0.3386,-0.0011,-0.0157,-0.0250
-10.0038,-0.6054,0.3721,-0.0012,-0.0067,-0.0241
-9.9978,-0.5683,0.3464,-0.0012,0.0076,-0.0145
-9.9769,-0.5539,0.3464,-0.0018,0.0026,-0.0160
-10.0002,-0.5593,0.3541,-0.0014,-0.0032,-0.0231
-9.9858,-0.5653,0.3356,-0.0017,-0.0063,-0.0163
-9.9894,-0.5390,0.3380,-0.0017,-0.0009,-0.0192
-10.0247,-0.5815,0.3559,-0.0014,-0.0038,-0.0215
-9.9864,-0.5515,0.3667,-0.0020,0.0034,-0.0162
-10.0074,-0.5635,0.3260,-0.0011,-0.0043,-0.0186
-9.9841,-0.5498,0.3398,-0.0018,0.0021,-0.0212
-10.0050,-0.5605,0.3523,-0.0011,-0.0069,-0.0185
-10.0056,-0.5761,0.3404,-0.0018,0.0021,-0.0220
-9.9817,-0.5498,0.3631,-0.0011,-0.0046,-0.0159
-9.9852,-0.5480,0.3565,-0.0012,-0.0034,-0.0202
-9.9805,-0.5474,0.3595,-0.0020,-0.0011,-0.0234
-10.0146,-0.5892,0.3476,-0.0011,-0.0063,-0.0180
-10.0074,-0.5563,0.3565,-0.0020,0.0017,-0.0203
-10.0056,-0.5809,0.3517,-0.0020,-0.0122,-0.0214
