accX,accY,accZ,gyroX,gyroY,gyroZ
-8.9803,1.1258,4.1773,0.0163,-0.0006,-0.0092
-8.9725,1.2712,4.1372,-0.0425,-0.0041,-0.0110
-8.9623,1.0887,4.2012,-0.0147,-0.0066,-0.0405
-8.9755,1.1964,4.1486,0.0483,-0.0070,-0.0535
-8.9743,1.1444,4.1743,-0.0441,-0.0086,-0.0399
-8.9659,1.1569,4.1761,0.0186,-0.0140,-0.0391
-8.9695,1.0415,4.2114,-0.0325,-0.0049,-0.0272
-8.9767,1.1563,4.1767,0.0189,-0.0008,-0.0408
-8.9815,1.1827,4.1629,-0.0185,0.0107,-0.0241
-8.9976,1.0786,4.1647,-0.0053,0.0049,-0.0215
-8.9839,1.1438,4.1563,-0.0124,-0.0027,-0.0148
-8.9755,1.1874,4.1797,-0.0174,0.0052,-0.0179
-8.9833,1.1539,4.1515,0.0254,0.0034,-0.0287
-8.9533,1.1384,4.2006,-0.0170,0.0044,-0.0217
-8.9755,1.1719,4.1557,0.0018,0.0098,-0.0209
-8.9904,1.0726,4.1671,-0.0160,0.0031,-0.0287
-8.9970,1.1563,4.1372,0.0376,0.0000,-0.0504
-8.9928,1.1073,4.1539,-0.0377,-0.0021,-0.0286
-8.9874,1.0283,4.1827,-0.0156,-0.0104,-0.0284
-8.9833,1.0845,4.1755,-0.0108,-0.0063,-0.0240
-8.9952,1.0499,4.1689,-0.0070,-0.0078,-0.0199
-8.9856,1.1354,4.1509,0.0217,-0.0095,-0.0234
-8.9868,1.0690,4.1773,-0.0153,-0.0084,-0.0111
-8.9964,1.0576,4.1844,0.0157,-0.0118,-0.0131
-8.9833,1.1336,4.1755,0.0046,-0.0208,-0.0011
-8.9563,1.1474,4.1952,-0.0209,-0.0209,0.0060
-8.9563,1.1773,4.1839,0.0357,-0.0125,-0.0145
-8.9617,1.1809,4.1749,-0.0070,-0.0163,-0.0020
-8.9533,1.1186,4.2096,-0.0078,-0.0089,-0.0014
-8.9743,1.1168,4.2174,0.0057,-0.0087,-0.0168
-8.9731,1.1701,4.2000,-0.0057,-0.0107,-0.0137
-8.9510,1.1474,4.2102,0.0073,-0.0163,-0.0107
-8.9474,1.1318,4.2508,-0.0029,-0.0089,-0.0140
-8.9623,1.0983,4.2365,0.0023,0.0014,-0.0171
-8.9653,1.1785,4.2126,-0.0113,-0.0075,-0.0084
-8.9444,1.1336,4.2299,-0.0128,-0.0049,-0.0116
-8.9557,1.1635,4.2293,0.0171,-0.0041,-0.0180
-8.9372,1.1844,4.2407,-0.0093,-0.0035,-0.0176
-8.9354,1.1192,4.2526,-0.0150,0.0095,-0.0200
-8.9671,1.0857,4.2305,-0.0027,0.0121,-0.0231
-8.9629,1.1671,4.2096,0.0020,0.0027,-0.0290
-8.9761,1.0935,4.2132,0.0336,0.0003,-0.0373
-8.9569,1.2036,4.2150,-0.0174,-0.0079,-0.0310
-8.9755,1.0600,4.2197,-0.0142,-0.0014,-0.0312
-8.9438,1.0995,4.2407,-0.0223,-0.0053,-0.0195
-8.9450,1.1157,4.2239,0.0134,0.0037,-0.0212
-8.9689,1.1390,4.2359,-0.0289,0.0047,-0.0066
-8.9617,1.1533,4.2293,0.0110,0.0115,-0.0243
-8.9671,1.1115,4.2060,0.0023,0.0151,-0.0302
-8.9695,1.0851,4.2108,-0.0032,0.0079,-0.0296
-8.9569,1.1133,4.2096,-0.0119,0.0067,-0.0176
-8.9797,1.0983,4.1958,-0.0134,0.0070,-0.0148
-8.9635,1.1438,4.1880,0.0235,-0.0011,-0.0192
-8.9689,1.1180,4.1958,-0.0003,0.0064,-0.0191
-8.9707,1.1456,4.1862,0.0014,0.0031,-0.0217
-8.9833,1.1085,4.1862,-0.0218,0.0044,-0.0137
-8.9689,1.0834,4.2102,0.0052,-0.0041,-0.0197
-8.9689,1.1049,4.1982,-0.0205,-0.0035,-0.0108
-8.9539,1.0696,4.2221,-0.0069,-0.0035,-0.0165
-8.9731,1.1378,4.1898,0.0173,0.0017,-0.0336
-8.9659,1.0810,4.2162,-0.0075,0.0003,-0.0284
-8.9892,1.0893,4.1827,0.0012,-0.0003,-0.0266
-8.9701,1.1115,4.1928,-0.0027,-0.0096,-0.0151
-8.9719,1.1527,4.1892,-0.0163,-0.0020,-0.0076
-8.9785,1.1216,4.1839,0.0211,-0.0009,-0.0116
-8.9641,1.1079,4.2018,-0.0234,0.0031,-0.0037
-8.9689,1.1396,4.1767,0.0128,-0.0021,-0.0148
-8.9689,1.1151,4.1922,0.0002,-0.0082,-0.0197
-8.9629,1.1402,4.1988,-0.0014,-0.0195,-0.0296
-8.9605,1.0768,4.2275,-0.0246,-0.0119,-0.0315
-8.9629,1.1432,4.1994,-0.0060,-0.0034,-0.0367
-9.0227,1.0570,4.2407,-0.0053,-0.0144,-0.0302
-8.9635,1.0576,4.2227,0.0299,-0.0118,-0.0322
-8.9504,1.0875,4.2287,-0.0163,-0.0098,-0.0257
-8.9569,1.0528,4.2269,0.0301,-0.0084,-0.0321
-8.9629,1.0923,4.2174,-0.0183,-0.0101,-0.0168
-8.9563,1.0816,4.2443,0.0009,-0.0053,-0.0232
-8.9629,1.1456,4.2251,0.0087,0.0052,-0.0250
-8.9677,1.0660,4.2233,-0.0095,0.0052,-0.0168
-8.9605,1.0732,4.2245,0.0020,-0.0031,-0.0243
-8.9725,1.0756,4.2263,-0.0099,-0.0044,-0.0235
-8.9749,1.0869,4.2281,-0.0154,-0.0089,-0.0205
-8.9605,1.0851,4.2185,0.0180,-0.0043,-0.0269
-8.9671,1.0433,4.2395,-0.0075,-0.0058,-0.0195
-8.9593,1.0869,4.2185,0.0270,-0.0070,-0.0299
-8.9354,1.0642,4.2514,-0.0220,0.0000,-0.0240
-8.9569,1.0367,4.2443,-0.0168,0.0101,-0.0176
-8.9689,1.0241,4.2281,-0.0307,0.0147,-0.0073
-8.9803,1.1049,4.2000,0.0101,0.0087,-0.0147
-8.9593,1.0433,4.2275,-0.0179,-0.0044,-0.0053
-8.9677,1.1061,4.2257,0.0037,-0.0053,-0.0238
-8.9605,1.0720,4.2293,-0.0067,0.0063,-0.0254
-8.9545,1.0804,4.2174,-0.0018,0.0093,-0.0203
-9.0054,0.9769,4.2185,-0.0142,0.0137,-0.0182
-8.9928,1.0612,4.2036,-0.0008,-0.0049,-0.0185
-8.9677,1.0684,4.1904,0.0078,-0.0034,-0.0278
-8.9599,1.1402,4.2060,0.0075,0.0047,-0.0374
-8.9659,1.0235,4.2102,-0.0315,0.0209,-0.0333
-9.0144,1.0499,4.1677,0.0104,0.0110,-0.0437
-8.9892,1.0134,4.1844,-0.0203,0.0053,-0.0287
-9.0054,1.0564,4.1749,0.0255,0.0040,-0.0315
-8.9982,1.0223,4.1827,-0.0024,0.0018,-0.0264
-8.9886,1.0995,4.1689,0.0258,-0.0018,-0.0315
-9.0150,1.0128,4.1785,-0.0165,0.0012,-0.0246
-9.0036,1.0253,4.1701,0.0079,-0.0037,-0.0295
-8.9892,1.0600,4.1773,0.0328,-0.0050,-0.0313
-8.9988,0.9511,4.2036,-0.0186,-0.0047,-0.0269
-8.9683,1.0223,4.1856,-0.0121,-0.0034,-0.0199
-8.9946,0.9846,4.1934,0.0052,0.0031,-0.0208
-8.9599,1.0373,4.1372,-0.0002,0.0008,-0.0145
-8.9976,0.9296,4.2048,-0.0220,-0.0163,-0.0082
-8.9892,1.0355,4.2012,-0.0053,-0.0110,-0.0197
-8.9821,0.9990,4.2024,0.0049,-0.0023,-0.0328
-8.9623,1.0158,4.1886,-0.0166,-0.0015,-0.0307
-8.9982,0.9021,4.2078,-0.0414,0.0021,-0.0241
-9.0209,0.9559,4.2072,0.0105,-0.0027,-0.0292
-8.9994,1.0319,4.1821,-0.0173,-0.0006,-0.0202
-8.9910,0.9565,4.1994,0.0021,-0.0014,-0.0064
-8.9821,0.9846,4.1952,-0.0153,0.0002,-0.0002
-8.9940,0.9966,4.1958,-0.0101,0.0040,-0.0099
-9.0072,0.9858,4.1868,-0.0027,0.0092,-0.0090
-8.9892,0.9565,4.1874,0.0008,-0.0050,-0.0261
-8.9964,0.9619,4.2054,0.0110,-0.0101,-0.0302
-8.9916,1.0235,4.1988,-0.0162,-0.0034,-0.0224
-9.0030,1.0152,4.1773,-0.0212,-0.0006,-0.0318
-8.9940,0.9015,4.2078,-0.0194,-0.0072,-0.0241
-8.9940,1.0169,4.1868,0.0156,-0.0098,-0.0283
-8.9910,0.9936,4.2066,0.0064,-0.0092,-0.0348
-9.0048,1.0020,4.1970,0.0286,-0.0002,-0.0333
-9.0030,0.9840,4.1815,-0.0238,0.0043,-0.0246
-8.9970,0.9637,4.2018,-0.0163,-0.0002,-0.0267
-9.0072,0.9649,4.1797,-0.0026,-0.0043,-0.0208
-8.9922,0.9631,4.2048,-0.0021,-0.0110,-0.0110
-8.9862,0.9811,4.1964,-0.0069,-0.0005,-0.0027
-8.9952,0.9930,4.1940,0.0145,0.0005,-0.0082
-8.9821,0.9984,4.2006,-0.0012,0.0050,-0.0104
-9.0084,0.9727,4.1934,-0.0058,-0.0038,-0.0182
-8.9946,0.9547,4.1994,0.0024,-0.0136,-0.0223
-8.9898,1.0032,4.2018,-0.0006,-0.0101,-0.0214
-9.0060,0.9470,4.2138,0.0111,-0.0144,-0.0229
-8.9593,0.9159,4.2473,-0.0269,-0.0115,-0.0189
-8.9940,0.9517,4.2132,0.0108,-0.0050,-0.0418
-8.9809,0.9846,4.2251,0.0101,-0.0102,-0.0382
-8.9629,0.9541,4.2323,0.0113,0.0058,-0.0258
-8.9713,0.9392,4.2227,-0.0211,0.0089,-0.0195
-8.9803,0.9188,4.2072,0.0026,0.0023,-0.0199
-9.0126,1.0008,4.1964,0.0237,0.0026,-0.0171
-8.9731,0.9440,4.2084,-0.0310,0.0101,-0.0130
-8.9946,0.9870,4.1982,0.0154,0.0144,-0.0211
-9.0096,0.9751,4.1815,-0.0180,0.0174,-0.0087
-8.9827,0.9338,4.2090,-0.0127,0.0139,-0.0189
-9.0365,0.9846,4.1587,0.0344,0.0118,-0.0206
-9.0000,0.9900,4.1779,-0.0338,0.0026,-0.0021
-9.0078,0.9703,4.1791,-0.0008,0.0150,-0.0128
-9.0185,0.9386,4.1707,0.0130,0.0182,-0.0166
-9.0144,1.0050,4.1360,-0.0018,0.0081,-0.0173
-9.0102,0.9356,4.1551,0.0111,-0.0034,-0.0185
-9.0054,1.0181,4.1498,-0.0021,-0.0046,-0.0223
-9.0120,0.9942,4.1623,-0.0157,-0.0055,-0.0319
-9.0036,0.9775,4.1701,0.0208,-0.0023,-0.0464
-9.0197,0.9284,4.1713,-0.0142,0.0050,-0.0466
-9.0120,0.9410,4.1659,-0.0241,-0.0011,-0.0354
-9.0257,0.9224,4.1677,-0.0095,-0.0018,-0.0373
-9.0311,0.8638,4.1605,0.0192,0.0053,-0.0446
-9.0275,0.9679,4.1306,0.0034,-0.0082,-0.0237
-9.0221,0.9081,4.1653,-0.0304,-0.0072,-0.0027
-8.9988,0.8764,4.1821,0.0192,-0.0014,-0.0203
-9.0365,0.9087,4.1515,0.0130,0.0053,-0.0244
-9.0048,0.9733,4.1426,0.0023,0.0053,-0.0192
-9.0395,0.8853,4.1474,0.0023,0.0086,-0.0159
-9.0335,0.9607,4.1354,-0.0052,-0.0044,-0.0142
-9.0096,0.8895,4.1587,0.0050,-0.0099,-0.0237
-9.0227,0.9739,4.1515,0.0501,-0.0092,-0.0397
-9.0179,0.9033,4.1677,-0.0084,-0.0108,-0.0283
-9.0078,0.9165,4.1719,0.0214,-0.0131,-0.0336
-8.9976,0.8925,4.1755,-0.0171,-0.0026,-0.0406
-9.0215,0.9063,4.1563,0.0429,-0.0041,-0.0612
-9.0275,0.8937,4.1587,0.0002,-0.0075,-0.0472
-9.0179,0.8806,4.1533,-0.0049,-0.0142,-0.0452
-8.9994,0.8644,4.1767,0.0150,-0.0086,-0.0454
-9.0185,0.8578,4.1701,-0.0015,-0.0037,-0.0283
-9.0257,0.8225,4.1880,0.0308,-0.0014,-0.0223
-9.0174,0.8530,4.1707,-0.0124,-0.0012,-0.0023
-9.0233,0.8530,4.1844,-0.0093,-0.0031,0.0049
-9.0203,0.8979,4.1659,-0.0122,-0.0020,0.0064
-9.0203,0.8925,4.1761,0.0060,-0.0044,-0.0040
-9.0012,0.9260,4.1755,-0.0066,-0.0055,-0.0032
-9.0156,0.8877,4.1797,-0.0212,-0.0026,-0.0043
-8.9827,0.8877,4.1940,-0.0032,-0.0057,-0.0217
-9.0108,0.9129,4.1797,-0.0015,0.0041,-0.0205
-9.0209,0.8734,4.1827,-0.0281,-0.0055,-0.0145
-9.0000,0.9272,4.1898,-0.0170,-0.0073,-0.0105
-9.0233,0.9589,4.1593,-0.0531,-0.0140,0.0017
-8.9695,0.8261,4.2096,0.0046,-0.0060,-0.0220
-9.0401,1.0032,4.1444,0.0270,-0.0090,-0.0322
-8.9958,0.7801,4.2413,-0.0099,-0.0111,-0.0252
-8.9845,0.9787,4.1856,0.0023,-0.0011,-0.0299
-9.0197,0.8405,4.2138,0.0011,0.0011,-0.0327
-9.0377,0.8590,4.1797,0.0188,-0.0122,-0.0266
-8.9922,0.9063,4.1994,0.0212,-0.0148,-0.0176
-8.9958,0.8925,4.1988,0.0185,-0.0159,-0.0258
-8.9833,0.8871,4.2168,0.0177,-0.0046,-0.0218
-9.0078,0.8830,4.2000,-0.0512,-0.0037,-0.0015
-8.9809,0.8315,4.2371,0.0078,-0.0064,0.0015
-9.0018,0.9523,4.2060,0.0032,0.0032,-0.0018
-9.0042,0.8267,4.2281,-0.0029,-0.0053,-0.0079
-9.0030,0.9840,4.1958,0.0078,-0.0018,-0.0134
-9.0150,0.8877,4.2078,-0.0121,-0.0044,-0.0174
-8.9839,0.9529,4.2114,0.0121,-0.0168,-0.0151
-8.9731,0.9876,4.2395,-0.0009,-0.0127,-0.0188
-8.9773,0.9105,4.2401,0.0185,0.0000,-0.0279
-8.9785,0.9248,4.2203,-0.0191,0.0052,-0.0174
-8.9850,0.8830,4.2401,0.0043,0.0115,-0.0287
-8.9701,0.9272,4.2227,0.0166,0.0170,-0.0270
-8.9946,0.9559,4.2096,-0.0351,0.0115,-0.0195
-8.9976,0.9649,4.1940,-0.0017,0.0075,-0.0163
-8.9839,0.8602,4.2168,0.0092,0.0027,-0.0228
-8.9845,0.8865,4.2162,0.0029,0.0081,-0.0241
-8.9856,0.8901,4.2000,-0.0228,0.0243,-0.0173
-9.0239,0.8871,4.1683,-0.0075,0.0098,-0.0144
-8.9958,0.9320,4.1743,-0.0186,0.0060,-0.0032
-9.0078,0.9069,4.1791,0.0011,0.0115,-0.0115
-9.0203,0.9141,4.1635,0.0296,0.0095,-0.0307
-9.0168,0.9661,4.1527,-0.0313,0.0151,-0.0228
-9.0251,0.8357,4.1707,-0.0066,0.0128,-0.0356
-9.0407,0.9452,4.1216,0.0586,0.0069,-0.0509
-9.0437,0.8931,4.1456,-0.0240,0.0043,-0.0318
-9.0281,0.9290,4.1336,0.0269,-0.0058,-0.0367
-9.0102,0.8471,4.1629,-0.0498,-0.0044,-0.0202
-9.0191,0.8722,4.1515,0.0206,0.0021,-0.0475
-9.0132,0.8955,4.1593,-0.0151,0.0183,-0.0362
-9.0437,0.8662,4.1270,0.0000,0.0298,-0.0319
-9.0419,0.8447,4.1037,-0.0536,0.0250,-0.0064
-9.0808,0.7986,4.1031,0.0111,-0.0002,-0.0206
-9.0712,0.8154,4.1192,-0.0072,-0.0208,-0.0095
-9.0191,0.8853,4.1486,-0.0095,-0.0168,0.0023
-9.0688,0.8321,4.1240,0.0121,-0.0060,-0.0040
-9.0251,0.8740,4.1414,-0.0081,-0.0104,0.0128
-9.0305,0.8530,4.1533,0.0096,-0.0098,-0.0027
-9.0209,0.8818,4.1468,0.0087,-0.0130,-0.0220
-9.0413,0.8901,4.1533,-0.0243,-0.0215,-0.0075
-8.9982,0.8393,4.1821,-0.0002,-0.0249,-0.0101
-8.9886,0.9302,4.1791,0.0313,-0.0226,-0.0304
-9.0150,0.8608,4.1850,0.0263,-0.0053,-0.0402
-9.0221,0.9296,4.1599,-0.0156,-0.0060,-0.0273
-9.0317,0.8166,4.1803,-0.0081,-0.0166,-0.0353
-8.9946,0.9117,4.1904,0.0057,-0.0199,-0.0223
-8.9779,0.8716,4.2108,0.0185,-0.0093,-0.0385
-9.0263,0.8865,4.1827,0.0357,0.0079,-0.0446
-9.0317,0.8638,4.1665,-0.0136,0.0049,-0.0281
-9.0191,0.8578,4.1922,-0.0313,0.0050,-0.0209
-9.0251,0.8315,4.2006,0.0020,0.0180,-0.0203
-9.0323,0.8734,4.1605,0.0269,0.0200,-0.0244
-9.0365,0.8638,4.1480,-0.0118,0.0064,-0.0092
-9.0024,0.9069,4.1695,-0.0376,0.0005,0.0052
-9.0000,0.8465,4.1767,-0.0055,0.0139,-0.0224
-9.0347,0.8841,4.1432,0.0266,0.0144,-0.0249
-9.0281,0.8788,4.1498,0.0113,0.0121,-0.0153
-9.0485,0.8955,4.1324,-0.0032,0.0246,-0.0144
-9.0179,0.8835,4.1366,-0.0176,0.0078,-0.0319
-9.0329,0.7699,4.1426,0.0909,0.0220,-0.0951
-9.0102,0.8231,4.1324,-0.0837,0.0612,-0.1014
-9.1071,0.6114,4.0738,0.0119,0.0651,-0.1391
-9.1370,0.7831,3.9972,0.0699,0.0348,-0.1005
-9.1514,0.5976,4.0397,0.0336,0.0092,-0.0402
-9.1029,0.6897,4.0367,0.0483,-0.0151,-0.0089
-9.0790,0.9117,4.0343,0.0918,-0.0079,-0.0104
-9.1065,0.7872,4.0205,-0.0081,0.0038,-0.0252
-9.0838,0.8154,4.0313,0.0391,0.0017,-0.0586
-9.1125,0.7609,4.0152,0.0020,0.0063,-0.0655
-9.1167,0.6903,4.0193,-0.0093,0.0044,-0.0560
-9.1035,0.7119,4.0223,-0.0131,0.0026,-0.0208
-9.1316,0.6491,4.0146,-0.0209,0.0089,0.0130
-9.0999,0.6144,4.0481,0.0003,0.0119,0.0128
-9.1065,0.7005,4.0056,0.0053,0.0098,0.0108
-10.0140,-0.6532,0.3870,-0.0014,0.0218,-0.0116
-10.0140,-0.6532,0.3870,-0.0014,0.0218,-0.0116
-10.0319,-0.6000,0.3182,-0.0020,0.0096,-0.0128
-10.0170,-0.6227,0.4205,-0.0011,-0.0005,-0.0005
-9.9404,-0.4702,0.3344,-0.0017,0.0093,-0.0029
-10.0193,-0.5898,0.3326,-0.0035,-0.0180,-0.0672
-9.9619,-0.5773,0.4337,-0.0006,-0.0108,-0.0099
-9.9494,-0.4857,0.3637,-0.0021,0.0105,-0.0102
-9.9781,-0.5157,0.3338,-0.0018,-0.0021,-0.0327
-9.9835,-0.5797,0.3852,-0.0017,-0.0095,-0.0434
-10.0032,-0.5551,0.3063,-0.0011,0.0162,-0.0089
-9.9888,-0.5468,0.3625,-0.0005,-0.0093,-0.0208
-9.9948,-0.5707,0.3452,-0.0018,0.0026,-0.0165
-9.9757,-0.5647,0.3858,-0.0017,-0.0086,-0.0244
-10.0074,-0.5952,0.3559,-0.0015,-0.0006,-0.0151
-9.9655,-0.5324,0.3888,-0.0012,0.0037,-0.0052
-10.0235,-0.5892,0.3446,-0.0024,-0.0037,-0.0394
-9.9655,-0.5749,0.3858,-0.0021,0.0014,-0.0243
-10.0134,-0.6006,0.3392,-0.0014,-0.0043,-0.0241
-10.0128,-0.6078,0.3823,-0.0002,0.0057,-0.0040
-9.9721,-0.5396,0.3422,-0.0005,-0.0053,-0.0145
-9.9912,-0.5713,0.3601,-0.0021,-0.0093,-0.0354
-9.9392,-0.5300,0.4092,-0.0015,0.0035,-0.0197
-10.0140,-0.5838,0.3398,-0.0021,-0.0055,-0.0240
-9.9996,-0.5892,0.3404,-0.0012,0.0044,-0.0052
-9.9811,-0.5617,0.3607,-0.0012,-0.0055,-0.0249
-10.0217,-0.6126,0.3422,-0.0015,-0.0053,-0.0221
-9.9799,-0.5426,0.3954,-0.0011,0.0017,-0.0057
-10.0044,-0.5844,0.3278,-0.0018,0.0060,-0.0273
-9.9763,-0.5563,0.3870,-0.0005,-0.0089,-0.0092
-9.9900,-0.5599,0.3200,-0.0020,0.0122,-0.0214
-9.9978,-0.5689,0.3571,-0.0015,-0.0133,-0.0246
-10.0367,-0.6120,0.3709,-0.0027,0.0057,-0.0307
-9.9864,-0.5486,0.3643,-0.0009,-0.0081,-0.0092
-10.0002,-0.5737,0.3589,-0.0024,0.0038,-0.0266
-9.9936,-0.5629,0.3476,-0.0011,-0.0053,-0.0153
-10.0044,-0.5880,0.3625,-0.0015,0.0005,-0.0200
-9.9858,-0.5468,0.3386,-0.0012,-0.0064,-0.0180
-9.9990,-0.5755,0.3619,-0.0014,0.0035,-0.0195
-10.0134,-0.5677,0.3589,-0.0009,-0.0012,-0.0092
-9.9841,-0.5312,0.3697,-0.0011,-0.0011,-0.0170
-10.0062,-0.5844,0.3386,-0.0009,-0.0023,-0.0258
-10.0068,-0.5785,0.3577,-0.0018,0.0020,-0.0134
-9.9835,-0.5653,0.3392,-0.0011,-0.0079,-0.0151
-9.9787,-0.5432,0.3685,-0.0020,0.0029,-0.0229
-10.0319,-0.5856,0.3374,-0.0009,-0.0086,-0.0260
-10.0104,-0.5713,0.3577,-0.0018,0.0101,-0.0199
-10.0002,-0.5749,0.3511,-0.0003,-0.0070,-0.0124
-9.9727,-0.5569,0.3595,-0.0020,-0.0014,-0.0252
-10.0158,-0.5976,0.3452,-0.0009,-0.0067,-0.0229
-9.9775,-0.5611,0.3583,-0.0015,0.0032,-0.0096
-10.0193,-0.5689,0.3338,-0.0012,0.0009,-0.0195
-9.9571,-0.5252,0.3834,-0.0009,-0.0111,-0.0221
-9.9972,-0.5910,0.3511,-0.0017,0.0072,-0.0266
-9.9793,-0.5767,0.3805,-0.0009,-0.0049,-0.0092
-10.0044,-0.5677,0.3529,-0.0017,0.0035,-0.0179
-10.0056,-0.5725,0.3631,-0.0014,-0.0105,-0.0188
-9.9811,-0.5737,0.3589,-0.0018,0.0008,-0.0232
-9.9811,-0.5539,0.3661,-0.0018,-0.0040,-0.0208
-10.0038,-0.5695,0.3559,-0.0023,0.0020,-0.0200
-9.9918,-0.5719,0.3535,-0.0020,-0.0053,-0.0231
-10.0014,-0.5647,0.3679,-0.0011,-0.0031,-0.0113
-9.9811,-0.5551,0.3589,-0.0020,-0.0011,-0.0221
-9.9799,-0.5707,0.3559,-0.0018,-0.0032,-0.0203
-10.0289,-0.5982,0.3368,-0.0021,0.0031,-0.0147
-9.9679,-0.5420,0.3607,-0.0014,-0.0037,-0.0148
-9.9942,-0.6036,0.3709,-0.0017,-0.0024,-0.0238
-10.0026,-0.5611,0.3619,-0.0005,-0.0023,-0.0150
-9.9852,-0.5874,0.3679,-0.0011,-0.0009,-0.0162
-9.9745,-0.5503,0.3643,-0.0021,-0.0058,-0.0159
-9.9996,-0.5880,0.3655,-0.0020,-0.0023,-0.0296
-10.0044,-0.5994,0.3823,-0.0008,0.0021,0.0058
-9.9625,-0.5019,0.3308,-0.0017,0.0131,-0.0021
-10.0170,-0.5743,0.3500,-0.0015,-0.0341,-0.0463
-9.9972,-0.5856,0.3811,-0.0018,0.0124,-0.0205
-10.0110,-0.5545,0.2830,-0.0018,0.0095,-0.0115
-9.9601,-0.5258,0.3972,-0.0011,-0.0134,-0.0121
-10.0002,-0.5605,0.3434,-0.0031,0.0101,-0.0299
-9.9757,-0.5683,0.3757,-0.0009,-0.0140,-0.0278
-10.0008,-0.5982,0.3362,-0.0018,0.0125,-0.0133
-9.9769,-0.5498,0.3320,-0.0011,-0.0082,-0.0156
-9.9888,-0.5575,0.3577,-0.0017,-0.0027,-0.0171
-9.9631,-0.5527,0.3589,-0.0014,-0.0110,-0.0215
-9.9888,-0.5797,0.3733,-0.0012,0.0020,-0.0165
-9.9847,-0.5527,0.3613,-0.0014,0.0026,-0.0185
-9.9781,-0.5551,0.3505,-0.0015,-0.0040,-0.0200
-10.0068,-0.5874,0.3685,-0.0015,-0.0050,-0.0170
-9.9781,-0.5294,0.3655,-0.0014,0.0027,-0.0111
-10.0122,-0.5982,0.3338,-0.0012,-0.0111,-0.0342
-9.9673,-0.5444,0.3972,-0.0015,0.0047,-0.0176
-9.9882,-0.5653,0.3458,-0.0009,0.0005,-0.0072
-9.9691,-0.5234,0.3667,-0.0026,0.0017,-0.0223
-10.0205,-0.5833,0.3320,-0.0020,-0.0012,-0.0293
-9.9829,-0.5509,0.3697,-0.0015,-0.0003,-0.0173
-10.0014,-0.5833,0.3200,-0.0017,-0.0018,-0.0134
-9.9835,-0.5593,0.3655,-0.0024,0.0029,-0.0209
-10.0026,-0.5731,0.3374,-0.0012,-0.0052,-0.0165
-9.9882,-0.5605,0.3625,-0.0023,-0.0024,-0.0308
-10.0098,-0.5946,0.3488,-0.0012,-0.0032,-0.0122
-9.9864,-0.5653,0.3625,-0.0018,0.0021,-0.0180
-10.0265,-0.6000,0.3428,-0.0020,-0.0058,-0.0192
-9.9799,-0.5587,0.3601,-0.0017,0.0017,-0.0165
-10.0128,-0.5767,0.3344,-0.0009,-0.0040,-0.0197
-9.9787,-0.5450,0.3787,-0.0017,-0.0015,-0.0224
-9.9954,-0.5737,0.3589,-0.0021,-0.0005,-0.0215
-9.9787,-0.5617,0.3511,-0.0009,-0.0018,-0.0211
-9.9972,-0.5755,0.3553,-0.0009,-0.0029,-0.0134
-9.9775,-0.5456,0.3517,-0.0017,-0.0029,-0.0148
-9.9918,-0.5599,0.3637,-0.0017,0.0021,-0.0237
-10.0020,-0.5701,0.3523,-0.0012,-0.0035,-0.0150
-9.9715,-0.5563,0.3553,-0.0012,0.0000,-0.0199
-10.0044,-0.5713,0.3565,-0.0018,-0.0017,-0.0166
-9.9900,-0.5509,0.3619,-0.0021,0.0000,-0.0203
-9.9912,-0.5503,0.3667,-0.0011,-0.0066,-0.0150
-9.9936,-0.5623,0.3535,-0.0020,0.0072,-0.0235
-9.9978,-0.5719,0.3601,-0.0011,-0.0069,-0.0163
-9.9685,-0.5246,0.3673,-0.0020,0.0040,-0.0163
-10.0062,-0.5815,0.3511,-0.0012,-0.0093,-0.0214
-9.9745,-0.5408,0.3840,-0.0014,0.0009,-0.0121
-10.0134,-0.5713,0.3440,-0.0017,0.0008,-0.0240
-9.9781,-0.5731,0.3721,-0.0011,-0.0021,-0.0180
-9.9984,-0.5468,0.3368,-0.0018,0.0027,-0.0192
-9.9924,-0.5719,0.3535,-0.0018,-0.0082,-0.0241
-9.9912,-0.5683,0.3667,-0.0011,0.0034,-0.0160
-9.9906,-0.5557,0.3523,-0.0008,-0.0023,-0.0128
-10.0080,-0.5731,0.3505,-0.0020,-0.0026,-0.0296
-9.9918,-0.5665,0.3709,-0.0009,-0.0034,-0.0142
-9.9948,-0.5629,0.3535,-0.0015,-0.0002,-0.0192
-9.9984,-0.5707,0.3284,-0.0026,-0.0021,-0.0211
-9.9882,-0.5629,0.3739,-0.0014,-0.0082,-0.0170
-10.0193,-0.5880,0.3290,-0.0018,0.0026,-0.0250
-9.9936,-0.5647,0.3739,-0.0011,-0.0032,-0.0144
-9.9960,-0.5617,0.3422,-0.0020,0.0047,-0.0212
-9.9936,-0.5761,0.3655,-0.0017,-0.0073,-0.0168
-9.9823,-0.5629,0.3452,-0.0014,0.0014,-0.0173
-10.0086,-0.5635,0.3434,-0.0017,-0.0040,-0.0192
-9.9781,-0.5581,0.3631,-0.0012,0.0003,-0.0162
-9.9852,-0.5492,0.3553,-0.0020,-0.0040,-0.0228
-10.0181,-0.5934,0.3494,-0.0015,-0.0020,-0.0189
-9.9876,-0.5563,0.3607,-0.0017,0.0049,-0.0183
-9.9990,-0.5952,0.3290,-0.0017,-0.0069,-0.0243
